words,counts
machinery processign other,1
chaperone machinery processign,1
Hsp70 chaperone machinery,1
regulator Hsp70 chaperone,1
long-chain fatty acids,1
acids intergral component,1
forms network organelles,1
intergral component basement,1
receptor GnRH action,1
density receptor GnRH,1
mineral density receptor,1
glaucoma bone mineral,1
glaucoma glaucoma bone,1
open-angle glaucoma glaucoma,1
Phenotypes open-angle glaucoma,1
contraction Phenotypes open-angle,1
binding activity muscle,1
double-stranded RNA binding,1
Enables double-stranded RNA,1
membranes Enables double-stranded,1
excitable membranes Enables,1
hip circumference voltage-dependent,1
component basement membranes,1
co-chaperone regulator Hsp70,1
neoplasm co-chaperone regulator,1
skin neoplasm co-chaperone,1
carcinoma skin neoplasm,1
hedgehog desert hedgehog,1
indian hedgehog desert,1
hedgehog indian hedgehog,1
sonic hedgehog indian,1
receptor sonic hedgehog,1
acts receptor sonic,1
height acts receptor,1
body height acts,1
organization phenotypes body,1
spatial organization phenotypes,1
subcellular spatial organization,1
cytoskeleton subcellular spatial,1
actin cytoskeleton subcellular,1
organelles actin cytoskeleton,1
network organelles actin,1
desert hedgehog phenotypes,1
hedgehog phenotypes body,1
waist circumference lean,1
carcinoma prostate carcinoma,1
skin carcinoma skin,1
non-melanoma skin carcinoma,1
carcinoma non-melanoma skin,1
keratinocyte carcinoma non-melanoma,1
carcinoma keratinocyte carcinoma,1
prostate carcinoma keratinocyte,1
cell carcinoma prostate,1
circumference lean body,1
basal cell carcinoma,1
Phenotypes basal cell,1
family Phenotypes basal,1
diabetes Encodes member,1
acts cell-binding protein,1
diabetes acts cell-binding,1
extracellular'lumenal leaflet membrane,1
cytoplasmic extracellular'lumenal leaflet,1
phospholipids cytoplasmic extracellular'lumenal,1
type diabetes diastolic,1
circumference force minus,1
hip circumference force,1
phenotypes BMI-adjsuted hip,1
acids phenotypes BMI-adjsuted,1
fatty acids phenotypes,1
non-toxic fatty acids,1
aldehydes non-toxic fatty,1
chain aldehydes non-toxic,1
long chain aldehydes,1
medium long chain,1
oxidizes medium long,1
obesity oxidizes medium,1
diabetes obesity oxidizes,1
retina phenotypes BMI-adjusted,1
connections retina phenotypes,1
microtubules phenotypes type,1
diabetes diastolic blood,1
type diabetes copper,1
pressure plays role,1
waist circumfernece type,1
BMI-adjusted waist circumfernece,1
drugs cytoplasm phenotypes,1
anions drugs cytoplasm,1
organic anions drugs,1
export organic anions,1
mediates export organic,1
circumference mediates export,1
waist circumference mediates,1
myofibrillogenesis phenotypes body,1
role myofibrillogenesis phenotypes,1
guidance role myofibrillogenesis,1
axon guidance role,1
role axon guidance,1
plays role axon,1
synaptic connections retina,1
lamina-specific synaptic connections,1
promotes lamina-specific synaptic,1
measurement promotes lamina-specific,1
measurement participates regulation,1
acid measurement participates,1
microbiome measurement fatty,1
mellitus gut microbiome,1
diabetes mellitus gut,1
DNA phenotypes BMI-adjusted,1
mitochondrial DNA phenotypes,1
replication mitochondrial DNA,1
diabetes replication mitochondrial,1
type diabetes replication,1
components phenotypes type,1
microbiome measurement waist-hip,1
obesity gut microbiome,1
diabetes obesity gut,1
carcinomas phenotypes body,1
participates regulation cellular,1
regulation cellular calcium,1
cellular calcium homeostasis,1
factor early embryonic,1
cholesterol measurement promotes,1
homeostasis body height,1
adipose-tissue homeostasis body,1
development adipose-tissue homeostasis,1
embryonic development adipose-tissue,1
early embryonic development,1
growth factor early,1
calcium homeostasis phenotypes,1
measurement growth factor,1
cholestreol measurement growth,1
HDL cholestreol measurement,1
measurement HDL cholestreol,1
glucose measurement HDL,1
homeostasis phenotypes type,1
circumfernece type diabetes,1
diabetes copper ion,1
specific phospholipids cytoplasmic,1
II III site,1
collagens types II,1
cleaves collagens types,1
measurement cleaves collagens,1
cholesterol measurement cleaves,1
GPCRs phenotypes BMI-adjusted,1
cilia GPCRs phenotypes,1
entry cilia GPCRs,1
transport entry cilia,1
ciliary transport entry,1
retrograde ciliary transport,1
complex retrograde ciliary,1
circumference complex retrograde,1
waist circumference complex,1
percentage triglyceride measurement,1
fat percentage triglyceride,1
types II III,1
III site helical,1
copper ion transmembrane,1
site helical domain,1
translocaton specific phospholipids,1
obesity translocaton specific,1
phenotypes obesity translocaton,1
muscle phenotypes obesity,1
straited muscle phenotypes,1
clusters straited muscle,1
RYR2 clusters straited,1
assenbly RYR2 clusters,1
role assenbly RYR2,1
disease role assenbly,1
artry disease role,1
coronary artry disease,1
phenotypes coronary artry,1
domain phenotypes coronary,1
helical domain phenotypes,1
pressure BMI-adjsuted hip,1
blood pressure BMI-adjsuted,1
axis phenotypes BMI-adjusted,1
anterior-posterior axis phenotypes,1
sunthesis pyruvate BMI-adjusted,1
lipid sunthesis pyruvate,1
glucose lipid sunthesis,1
reactions glucose lipid,1
intitial reactions glucose,1
manner intitial reactions,1
tissue-specific manner intitial,1
catalyzes tissue-specific manner,1
circumference catalyzes tissue-specific,1
waist circumference catalyzes,1
copper cells phenotypes,1
epxort copper cells,1
transporter epxort copper,1
transmembrane transporter epxort,1
ion transmembrane transporter,1
pyruvate BMI-adjusted waist,1
waist-hip ratio engulfment,1
ratio engulfment apoptotic,1
developmental regulatory system,1
identities anterior-posterior axis,1
positional identities anterior-posterior,1
specfic positional identities,1
cells specfic positional,1
system cells specfic,1
regulatory system cells,1
part developmental regulatory,1
engulfment apoptotic cells,1
factor part developmental,1
transcription factor part,1
sequence-specific transcription factor,1
circumference sequence-specific transcription,1
waist circumference sequence-specific,1
apoptotic cells phenotypes,1
height degradation glycine,1
body height degradation,1
H3K4 phenotypes body,1
humor cerebrospinal fluid,1
formation aqueous humor,1
resorption formation aqueous,1
bone resorption formation,1
balance bone resorption,1
acid-base balance bone,1
calcification acid-base balance,1
respiration calcification acid-base,1
dioxide respiration calcification,1
carbon dioxide respiration,1
hydration carbon dioxide,1
reversible hydration carbon,1
Catalyze reversible hydration,1
pressure Catalyze reversible,1
blood pressure Catalyze,1
BMI diastolic blood,1
aqueous humor cerebrospinal,1
cerebrospinal fluid saliva,1
immune response phenotypes,1
fluid saliva gastric,1
vessel formation vascular,1
blood vessel formation,1
role blood vessel,1
key role blood,1
measurement key role,1
cholesterol measurement key,1
membrane phenotypes LDL,1
cell membrane phenotypes,1
transport cell membrane,1
selective transport cell,1
role selective transport,1
essential role selective,1
acid plays essential,1
gastric acid plays,1
saliva gastric acid,1
height BMI diastolic,1
innate immune response,1
Lys-4 H3K4 phenotypes,1
post-splicing multiprotein complex,1
protein part post-splicing,1
encodes protein part,1
reorganization phenotypes gut,1
cytoskeletal reorganization phenotypes,1
CDC42 cytoskeletal reorganization,1
effector CDC42 cytoskeletal,1
downstream effector CDC42,1
pressure downstream effector,1
blood pressure downstream,1
triglyceride measurement diastolic,1
cholestrol measurement triglyceride,1
lipoprotein cholestrol measurement,1
density lipoprotein cholestrol,1
measurement low density,1
cholesterol measurement low,1
part post-splicing multiprotein,1
multiprotein complex mRNA,1
apoptosis innate immune,1
complex mRNA nuclear,1
differentiation apoptosis innate,1
survival differentiation apoptosis,1
cell survival differentiation,1
participates cell survival,1
activity participates cell,1
transporter activity participates,1
disease transmembrane transporter,1
cardiovascular disease transmembrane,1
circumference cardiovascular disease,1
hip circumference cardiovascular,1
surveillance phenotypes body,1
mRNA surveillance phenotypes,1
export mRNA surveillance,1
nuclear export mRNA,1
mRNA nuclear export,1
formation vascular structure,1
vascular structure phenotypes,1
structure phenotypes body,1
organization intestinal epithelia,1
maintains filament organization,1
circumference maintains filament,1
waist circumference maintains,1
family phenotypes body,1
gene family phenotypes,1
myosin gene family,1
member myosin gene,1
BMI member myosin,1
height BMI member,1
circumfernece BMI-adjusted waist,1
hip circumfernece BMI-adjusted,1
BMI-adjsuted hip circumfernece,1
cytoskeleton BMI-adjsuted hip,1
membranes cytoskeleton BMI-adjsuted,1
Golgi membranes cytoskeleton,1
filament organization intestinal,1
intestinal epithelia phenotypes,1
hip circumference receptor,1
epithelia phenotypes body,1
influx phenotypes HDL,1
calcium influx phenotypes,1
sodium calcium influx,1
mediates sodium calcium,1
mitochondria mediates sodium,1
muscle mitochondria mediates,1
pathway muscle mitochondria,1
beta-oxidation pathway muscle,1
acid beta-oxidation pathway,1
fatty acid beta-oxidation,1
long-chain fatty acid,1
enzyme long-chain fatty,1
rate-controlling enzyme long-chain,1
height rate-controlling enzyme,1
body height rate-controlling,1
family Golgi membranes,1
gene family Golgi,1
phenotypes hip circumference,1
protease phenotypes hip,1
circumference BMI-adjusted waidt,1
ratio hip circumference,1
waist-hip ratio hip,1
mass triglyceride measurement,1
lean mass triglyceride,1
appendocular lean mass,1
phenotypes appendocular lean,1
determination phenotypes appendocular,1
Delta1 cell-fate determination,1
Jagged2 Delta1 cell-fate,1
Jagged1 Jagged2 Delta1,1
ligands Jagged1 Jagged2,1
membrane-bound ligands Jagged1,1
receptor membrane-bound ligands,1
circumference receptor membrane-bound,1
BMI-adjusted waidt circumference,1
waidt circumference LDL,1
measurement BMI total,1
compounds phenotypes body,1
serine protease phenotypes,1
family serine protease,1
gene family serine,1
triglyceride measurement encodes,1
weight triglyceride measurement,1
body weight triglyceride,1
polyphenolic compounds phenotypes,1
diabetes functions formation,1
other polyphenolic compounds,1
melanins other polyphenolic,1
such melanins other,1
pigments such melanins,1
formation pigments such,1
functions formation pigments,1
density cholestrol measurement,1
high density cholestrol,1
domains phenotypes high,1
acid amides N-acylethanolamines,1
classes fatty acid,1
main classes fatty,1
lipids main classes,1
bioactive lipids main,1
range bioactive lipids,1
broad range bioactive,1
hydrolysis broad range,1
Catalyze hydrolysis broad,1
membrane Catalyze hydrolysis,1
component membrane Catalyze,1
types integral component,1
cell types integral,1
neuronal cell types,1
specification neuronal cell,1
factor specification neuronal,1
fatty acid amides,1
amides N-acylethanolamines fatty,1
acids transcription factor,1
N-acylethanolamines fatty acid,1
precursor sialic acids,1
NeuAc precursor sialic,1
biosynthesis NeuAc precursor,1
regulates biosynthesis NeuAc,1
gene regulates biosynthesis,1
protein gene regulates,1
measurement protein gene,1
hemoglobin measurement protein,1
height hemoglobin measurement,1
body height hemoglobin,1
N-acyl amino acids,1
amides N-acyl amino,1
primary amides N-acyl,1
acid primary amides,1
fatty acid primary,1
transcription factor specification,1
meausrement transcription factor,1
area meausrement transcription,1
surface area meausrement,1
activity microtubule cytoskeleton,1
channel activity microtubule,1
calcium channel activity,1
BMI measurement calcium,1
disease longitudinal BMI,1
artery disease longitudinal,1
development phenotypes coronary,1
skeletal development phenotypes,1
formation skeletal development,1
bone formation skeletal,1
functions bone formation,1
protein functions bone,1
encodes protein functions,1
protein phenotypes BMI,1
RNA-associated protein phenotypes,1
microtubule cytoskeleton organization,1
cytoskeleton organization protein,1
organization protein polyglutamylation,1
proteins trans-3-hydroxy-L-proline collagen,1
cortical surface area,1
visual cortical surface,1
Phenotypes visual cortical,1
IV Phenotypes visual,1
collagen IV Phenotypes,1
trans-3-hydroxy-L-proline collagen IV,1
dietary proteins trans-3-hydroxy-L-proline,1
protein polyglutamylation Phenotypes,1
Degrades dietary proteins,1
cancer Degrades dietary,1
denisity cancer Degrades,1
bone denisity cancer,1
Phenotypes bone denisity,1
polyglutamylation Phenotypes bone,1
sialic acids transcription,1
transcription factor osteoblastic,1
recognition domains phenotypes,1
family transport very,1
protein DNA transporter,1
chromosomal protein DNA,1
structure chromosomal protein,1
secondary structure chromosomal,1
RNA secondary structure,1
alteration RNA secondary,1
binding alteration RNA,1
RNA binding alteration,1
processes RNA binding,1
cellular processes RNA,1
number cellular processes,1
helicases number cellular,1
RNA helicases number,1
putative RNA helicases,1
measurement putative RNA,1
DNA transporter ABC,1
transport very long,1
factor osteoblastic differentiation,1
very long chain,1
sequences recognition domains,1
collagen-like sequences recognition,1
lectins collagen-like sequences,1
C-type lectins collagen-like,1
famiy C-type lectins,1
collectin famiy C-type,1
member collectin famiy,1
encodes member collectin,1
lumen encodes member,1
peroxisome lumen encodes,1
cytosol peroxisome lumen,1
acid-CoA cytosol peroxisome,1
fatty acid-CoA cytosol,1
chain fatty acid-CoA,1
long chain fatty,1
cholesterol measurement putative,1
metabolism phenotypes BMI-adjusted,1
glycogen metabolism phenotypes,1
key glycogen metabolism,1
specification phenotypes gut,1
cell specification phenotypes,1
receptors cell specification,1
nuclear receptors cell,1
hormone-activated nuclear receptors,1
activation hormone-activated nuclear,1
transcriptional activation hormone-activated,1
coactivator transcriptional activation,1
measurement coactivator transcriptional,1
cholesterol measurement coactivator,1
circumference BMI LDL,1
morphogenesis phenotypes body,1
skeletal morphogenesis phenotypes,1
differentiation skeletal morphogenesis,1
osteoblastic differentiation skeletal,1
microbiome measurement protects,1
measurement protects body,1
protects body potent,1
diabetes acts lipid,1
enzyme key glycogen,1
encodes enzyme key,1
circumference encodes enzyme,1
transfer protein phenotypes,1
lipid transfer protein,1
acts lipid transfer,1
lysine phenotypes body,1
body potent vasoactive,1
argine lysine phenotypes,1
C-terminal argine lysine,1
peptides C-terminal argine,1
inflammatory peptides C-terminal,1
vasoactive inflammatory peptides,1
potent vasoactive inflammatory,1
type diabetes plays,1
diabetes plays important,1
important role membrane,1
lean mass gut,1
fat percentage diastolic,1
function phenotypes body,1
checkpoint function phenotypes,1
cycle checkpoint function,1
cell cycle checkpoint,1
repair cell cycle,1
postreplication repair cell,1
protein postreplication repair,1
repair protein postreplication,1
DNA repair protein,1
measurement DNA repair,1
microbiome measurement DNA,1
junctions phenotypes gut,1
apical junctions phenotypes,1
organization apical junctions,1
percentage diastolic blood,1
microbiome measurement BMI,1
pressure LDL cholesterol,1
measurement BMI lean,1
index BMI-adjusted waist,1
constituents actin cytoskeleton,1
membrane constituents actin,1
connects membrane constituents,1
hypertension connects membrane,1
measurement hypertension connects,1
triglyceride measurement hypertension,1
cytoplasm phenotypes triglyceride,1
diabetes release calcium,1
type diabetes release,1
formation phenotypes body,1
adhesion formation phenotypes,1
fibrillar adhesion formation,1
mass fibrillar adhesion,1
body mass fibrillar,1
expression organization apical,1
keratin expression organization,1
interity keratin expression,1
organization interity keratin,1
important role cell/cell,1
receptor important role,1
ratio receptor important,1
waist-hip ratio receptor,1
protein measurement BMI-adjusted,1
BMI total blood,1
height BMI total,1
phase phenotypes body,1
S phase phenotypes,1
G1 S phase,1
progression G1 S,1
cycle progression G1,1
cell cycle progression,1
necessary cell cycle,1
diabetes necessary cell,1
role cell/cell nervous,1
cell/cell nervous system,1
nervous system formation,1
recombination phenotypes BMI,1
epithelium organization interity,1
corneal epithelium organization,1
height corneal epithelium,1
body height corneal,1
distribution major structural,1
fat distribution major,1
homologous recombination phenotypes,1
system formation phenotypes,1
role homologous recombination,1
essential role homologous,1
places essential role,1
measurement places essential,1
change measurement places,1
formation phenotypes triglyceride,1
blood pressure LDL,1
waist-hip ratio converts,1
systlic blood pressure,1
family actively physiological,1
diabetes ATP-dependent transporter,1
type diabetes ATP-dependent,1
hip circumference total,1
excitable cells phenotypes,1
ions excitable cells,1
calcium ions excitable,1
entry calcium ions,1
measurement entry calcium,1
cholesterol measurement entry,1
acids phenotypes LDL,1
small amino acids,1
actiivity small amino,1
transport actiivity small,1
electrogenic transport actiivity,1
pH-dependent electrogenic transport,1
ABC family actively,1
actively physiological compounds,1
ratio converts dopamine,1
physiological compounds xenobiotics,1
group Lys-4 H3K4,1
epsilon-amino group Lys-4,1
S-adenosyl-L-methionine epsilon-amino group,1
transfer S-adenosyl-L-methionine epsilon-amino,1
group transfer S-adenosyl-L-methionine,1
methyl group transfer,1
methyltransferase methyl group,1
histone methyltransferase methyl,1
circumference histone methyltransferase,1
waist circumference histone,1
glucose measurement waist,1
phenotypes blood glucose,1
cells phenotypes blood,1
xenobiotics cells phenotypes,1
compounds xenobiotics cells,1
metabolism pH-dependent electrogenic,1
amino metabolism pH-dependent,1
lipid amino metabolism,1
carbohydrate lipid amino,1
transport high affinity,1
mediates transport high,1
body mediates transport,1
ratio body mediates,1
II phenotypes body,1
collagen II phenotypes,1
growth collagen II,1
lateral growth collagen,1
fibrillogenesis lateral growth,1
role fibrillogenesis lateral,1
important role fibrillogenesis,1
body important role,1
mass body important,1
dopamine phenotypes total,1
converts dopamine phenotypes,1
high affinity phenotypes,1
affinity phenotypes appendicular,1
waist circumference plasma,1
vitamin B2/riboflavin key,1
reactions carbohydrate lipid,1
oxidation-reduction reactions carbohydrate,1
biochemical oxidation-reduction reactions,1
role biochemical oxidation-reduction,1
key role biochemical,1
B2/riboflavin key role,1
soluble vitamin B2/riboflavin,1
circumference plasma membrane,1
water soluble vitamin,1
cells water soluble,1
uptake cells water,1
transporter uptake cells,1
membrane transporter uptake,1
plasma membrane transporter,1
type diabetes necessary,1
measurement systlic blood,1
role membrane repolarization,1
waist-hip ratio functions,1
weight total cholesterol,1
body weight total,1
distribution BMI-adjusted hip,1
paired basic amino,1
cleavage paired basic,1
proproteins cleavage paired,1
various proproteins cleavage,1
processes various proproteins,1
space processes various,1
cytoplasm space processes,1
porphyrins cytoplasm space,1
broad-spectrum porphyrins cytoplasm,1
transport broad-spectrum porphyrins,1
BMI transport broad-spectrum,1
synapses phenotypes BMI,1
cholesterol measurement waist-hip,1
ratio functions transcription,1
skin epithelium maintenance,1
functions transcription factor,1
maintenance integrity skin,1
protein maintenance integrity,1
matrix protein maintenance,1
extracellular matrix protein,1
body extracellular matrix,1
BMI body extracellular,1
microtubule binding activity,1
pressure microtubule binding,1
blood pressure microtubule,1
protein response phenotypes,1
unfolded protein response,1
stress unfolded protein,1
ER stress unfolded,1
factor ER stress,1
transcription factor ER,1
output synapses phenotypes,1
release output synapses,1
neurotransmitter release output,1
control neurotransmitter release,1
member low-density lipoprotein,1
encodes member low-density,1
pressure encodes member,1
encodes phenotypes systolic,1
height encodes phenotypes,1
membranes protein gene,1
excitable membranes protein,1
mediates voltage-dependent sodium,1
contraction mediates voltage-dependent,1
muscle contraction mediates,1
cells muscle contraction,1
muscle cells muscle,1
skeletal muscle cells,1
repolarization skeletal muscle,1
membrane repolarization skeletal,1
low-density lipoprotein receptor-related,1
lipoprotein receptor-related protein,1
receptor-related protein family,1
ion sensor calcium,1
fusion control neurotransmitter,1
membrane fusion control,1
vesicle-plasma membrane fusion,1
synaptic vesicle-plasma membrane,1
calcium synaptic vesicle-plasma,1
sensor calcium synaptic,1
calcium ion sensor,1
family phenotypes HDL,1
key calcium ion,1
membranes key calcium,1
excitable membranes key,1
body voltage-dependent sodium,1
ratio body voltage-dependent,1
measurement BMI BMI-adjusted,1
integrity skin epithelium,1
epithelium maintenance renal,1
cholesterol measurement systlic,1
intracellular vesicles phenotypes,1
plasma membrane intracellular,1
transport plasma membrane,1
cholestrol transport plasma,1
measurement cholestrol transport,1
microbiome measurement cholestrol,1
inflammation phenotypes body,1
immunity inflammation phenotypes,1
innate immunity inflammation,1
role innate immunity,1
plays role innate,1
BMI body plays,1
measurement BMI body,1
triglyceride measurement BMI,1
phenotypes HDL cholestrol,1
development phenotypes HDL,1
membrane intracellular vesicles,1
vesicles phenotypes gut,1
maintenance renal epithelia,1
microbiome measurement catalyzes,1
bod height waist-hip,1
phenotypes bod height,1
beat phenotypes bod,1
ciliary beat phenotypes,1
role ciliary beat,1
central role ciliary,1
plays central role,1
measurement plays central,1
triglyceride measurement plays,1
BMI triglyceride measurement,1
mass BMI triglyceride,1
GTP phenotypes body,1
cyclization GTP phenotypes,1
catalyzes cyclization GTP,1
measurement catalyzes cyclization,1
embryonic development phenotypes,1
adhesion embryonic development,1
epidermal adhesion embryonic,1
differentiation epidermal adhesion,1
cones photoreceptors metallocarboxypeptidase,1
rods cones photoreceptors,1
cGMP rods cones,1
synthesis cGMP rods,1
responsible synthesis cGMP,1
measurement responsible synthesis,1
microbiome measurement responsible,1
epithelia phenotypes gut,1
respiratory epithelia phenotypes,1
beating respiratory epithelia,1
cilia beating respiratory,1
measurement cilia beating,1
cholesterol measurement cilia,1
epithelia receptor binding,1
renal epithelia receptor,1
photoreceptors metallocarboxypeptidase activity,1
metallocarboxypeptidase activity metabolic,1
activity metabolic process,1
cerebral cortex cerebellum,1
epidermal differentiation epidermal,1
role epidermal differentiation,1
diabetes role epidermal,1
type diabetes role,1
cerebellum phenotypes BMI,1
cortex cerebellum phenotypes,1
neurons cerebral cortex,1
metabolic process protein,1
role neurons cerebral,1
mass role neurons,1
lean mass role,1
processing phenotypes appendicular,1
protein processing phenotypes,1
process protein processing,1
GnRH action GnRH,1
action GnRH secretion,1
GnRH secretion LH,1
pathway phenotypes BMI-adjusted,1
histone hyperacetylation pathway,1
measurement histone hyperacetylation,1
microbiome measurement histone,1
ADAM10 phenotypes type,1
metalloprotease ADAM10 phenotypes,1
transmembrane metalloprotease ADAM10,1
trafficking transmembrane metalloprotease,1
maturation trafficking transmembrane,1
regulates maturation trafficking,1
BMI regulates maturation,1
percentage BMI regulates,1
pathway phenotypes type,1
biosynthetic pathway phenotypes,1
CoA biosynthetic pathway,1
steps CoA biosynthetic,1
hyperacetylation pathway phenotypes,1
waist-hip ratio high-affinity,1
fifth sequential steps,1
ratio high-affinity sodium-independent,1
body mass HDL,1
diabetes BMI-adjusted waist-hip,1
filaments phenotypes appendicular,1
actin filaments phenotypes,1
organelles actin filaments,1
movement organelles actin,1
fertility movement organelles,1
male fertility movement,1
important male fertility,1
complex important male,1
MCM2-7 complex important,1
component MCM2-7 complex,1
acts component MCM2-7,1
circumference acts component,1
waist circumference acts,1
sequential steps CoA,1
fourth fifth sequential,1
acetyltransferase complex responsible,1
hip circumference Phenotypes,1
mineral density BMI-adjusted,1
height bone mineral,1
body height bone,1
sarcolemma Phenotypes body,1
protein sarcolemma Phenotypes,1
muscle protein sarcolemma,1
skeletal muscle protein,1
family skeletal muscle,1
ferlin family skeletal,1
gene ferlin family,1
height gene ferlin,1
body height gene,1
motifs Phenotypes BMI-adjusted,1
WW motifs Phenotypes,1
proteins WW motifs,1
density BMI-adjusted hip,1
circumference Phenotypes BMI,1
circumference fourth fifth,1
fat distribution plays,1
waist circumference fourth,1
growth phenotypes HDL,1
migration growth phenotypes,1
cell migration growth,1
necessary cell migration,1
remodeling necessary cell,1
actin remodeling necessary,1
liver actin remodeling,1
cells liver actin,1
NK cells liver,1
functions NK cells,1
expansion functions NK,1
role expansion functions,1
important role expansion,1
distribution plays important,1
cholesterol measurement proper,1
measurement proper formation,1
proper formation maintennace,1
enable amino acid,1
blood pressure enable,1
complex phenotypes diastolic,1
MRE11-RAD50-NBN complex phenotypes,1
component MRE11-RAD50-NBN complex,1
body component MRE11-RAD50-NBN,1
circumference body component,1
mass hip circumference,1
lean mass hip,1
myosin phenotypes BMI-adjusted,1
unconventional myosin phenotypes,1
encodes unconventional myosin,1
circumference encodes unconventional,1
Rab5 GTPase phenotypes,1
factor Rab5 GTPase,1
exchange factor Rab5,1
pressure enable amino,1
amino acid transmembrane,1
formation maintennace myofibers,1
acid transmembrane transporter,1
Phenotypes peptic ulcer,1
gut Phenotypes peptic,1
barrier gut Phenotypes,1
mucous barrier gut,1
insoluable mucous barrier,1
protein insoluable mucous,1
Encodes protein insoluable,1
cancer Parkinson disease,1
circumference cancer Parkinson,1
waist circumference cancer,1
mellitus BMI-adjusted hip,1
sclerosis BMI-adjusted waist-hip,1
multiple sclerosis BMI-adjusted,1
activity central role,1
transporter activity central,1
guanine exchange factor,1
acts guanine exchange,1
circumference acts guanine,1
hip circumference acts,1
certain pathogens phenotypes,1
resistance certain pathogens,1
host resistance certain,1
metabolism host resistance,1
iron metabolism host,1
gene iron metabolism,1
protein gene iron,1
gene protein gene,1
protein gene protein,1
body protein gene,1
circumference body protein,1
phenotypes BMI LDL,1
ciliogenesis phenotypes BMI,1
myofibers ciliogenesis phenotypes,1
maintennace myofibers ciliogenesis,1
pathogens phenotypes body,1
blood pressure central,1
pressure central role,1
structural component 10-12,1
matrix phenotypes body,1
microfibrils extracellular matrix,1
diameter microfibrils extracellular,1
nm diameter microfibrils,1
10-12 nm diameter,1
component 10-12 nm,1
body structural component,1
diabetes mellitus lean,1
mass body structural,1
phosphatidylcholine membranes phenotypes,1
transfer phosphatidylcholine membranes,1
index transfer phosphatidylcholine,1
mass index transfer,1
mellitus lean body,1
huntingtin proteins WW,1
class huntingtin proteins,1
protein class huntingtin,1
DNA mismatch repair,1
component post-replicative DNA,1
ratio component post-replicative,1
height ratio component,1
waist height ratio,1
circumference waist height,1
hip circumference waist,1
system phenotypes BMI,1
membrane neural development,1
plasma membrane neural,1
role cytoskeleton plasma,1
body role cytoskeleton,1
circumference body role,1
links actin cytoskeleton,1
height links actin,1
body height links,1
post-replicative DNA mismatch,1
mismatch repair system,1
mitochondrial permeability transition,1
repair system phenotypes,1
formation regulation mitochondrial,1
role formation regulation,1
circumference role formation,1
hip circumference role,1
insulin phenotypes body,1
response insulin phenotypes,1
muscle response insulin,1
proliferation muscle response,1
motility proliferation muscle,1
regulates motility proliferation,1
body regulates motility,1
diabetes body regulates,1
applendicular lean mass,1
measurement applendicular lean,1
microbiome measurement applendicular,1
muscle phenotypes body,1
cardiac muscle phenotypes,1
skeletal cardiac muscle,1
unit skeletal cardiac,1
interacts cytoplasmic domain,1
measurement interacts cytoplasmic,1
BMI measurement interacts,1
phenotypes longitudinal BMI,1
matrix phenotypes longitudinal,1
Golgi matrix phenotypes,1
component Golgi matrix,1
protein component Golgi,1
height BMI encodes,1
Lys-16 phenotypes HDL,1
acetylation Lys-16 phenotypes,1
H4 acetylation Lys-16,1
histone H4 acetylation,1
majority histone H4,1
responsible majority histone,1
cytoplasmic domain numerous,1
domain numerous receptor,1
numerous receptor kinases,1
filaments together actin,1
contactile unit skeletal,1
fundamental contactile unit,1
filaments fundamental contactile,1
thin filaments fundamental,1
actin thin filaments,1
together actin thin,1
thick filaments together,1
receptor kinases down-stream,1
bipolar thick filaments,1
forms bipolar thick,1
body forms bipolar,1
measurement body forms,1
down-stream signaling phenotypes,1
kinases down-stream signaling,1
regulation mitochondrial permeability,1
permeability transition pore,1
encodes protein class,1
electrophiles many carcinogens,1
glutathiones variety electrophiles,1
reduced glutathiones variety,1
conjugation reduced glutathiones,1
measurement conjugation reduced,1
severity measurement conjugation,1
outcome severity measurement,1
disease outcome severity,1
Alzheimers disease outcome,1
Phenotypes late-onset Alzheimers,1
signals Phenotypes late-onset,1
electrical signals Phenotypes,1
sound electrical signals,1
potential sound electrical,1
membrane potential sound,1
hair-cell membrane potential,1
variety electrophiles many,1
many carcinogens mutagens,1
transition pore phenotypes,1
carcinogens mutagens Phenotypes,1
build encodes protein,1
plaque build encodes,1
obesity carotid plaque,1
mellitus obesity carotid,1
diabetes mellitus obesity,1
development Phenotypes type,1
Drosophila development Phenotypes,1
proliferation Drosophila development,1
cell proliferation Drosophila,1
essential cell proliferation,1
suppressor essential cell,1
tumor suppressor essential,1
encodes tumor suppressor,1
height encodes tumor,1
mutagens Phenotypes body,1
fluctuations hair-cell membrane,1
stereocilia fluctuations hair-cell,1
membrane stereocilia fluctuations,1
tectorial membrane stereocilia,1
cilia depolaymeriation microtubules,1
motile cilia depolaymeriation,1
length motile cilia,1
mass length motile,1
lean mass length,1
excitable membranes phenotypes,1
permeabilty excitable membranes,1
ion permeabilty excitable,1
sodium ion permeabilty,1
waist circumference voltage-dependent,1
distribution type diabetes,1
fat distribution type,1
mass LDL cholesterol,1
lean mass LDL,1
pore phenotypes body,1
depolaymeriation microtubules ciliary,1
microtubules ciliary tips,1
ciliary tips Extracellular,1
sensory hair cells,1
cells tectorial membrane,1
hair cells tectorial,1
movement hair cells,1
Sound movement hair,1
cells Sound movement,1
hair cells Sound,1
specialized sensory hair,1
tips Extracellular matrix,1
bundles specialized sensory,1
stereocilia bundles specialized,1
ear stereocilia bundles,1
inner ear stereocilia,1
matrix inner ear,1
Extracellular matrix inner,1
peptic ulcer disease,1
ulcer disease asthma,1
